order_date,order_id,fk_buyer_id,fk_depot_id,sales_order_status,creation_time,,,,,,,
16-Jul-21,121677,43408,8,Rejected,05:55.0,,,,,,,
16-Jul-21,297012,106420,9,Rejected,05:58.0,,,,,,,
16-Jul-21,128913,110052,3,Rejected,06:18.0,,,,,,,
16-Jul-21,128733,45596,9,Rejected,06:19.0,,,,,,,
16-Jul-21,122685,52300,8,Rejected,06:27.0,,,,,,,
16-Jul-21,122853,103908,3,Shipped,07:04.0,,,,,,,
16-Jul-21,135651,76004,4,Shipped,07:43.0,,,,,,,
16-Jul-21,121029,23016,1,Rejected,07:54.0,,,,,,,
16-Jul-21,137721,55048,5,Rejected,07:55.0,,,,,,,
16-Jul-21,121686,47312,2,Shipped,08:12.0,,,,,,,
16-Jul-21,125181,20036,1,Rejected,09:34.0,,,,,,,
16-Jul-21,135489,21844,1,Shipped,09:40.0,,,,,,,
16-Jul-21,126363,77732,4,Shipped,09:53.0,,,,,,,
16-Jul-21,138225,59644,9,Rejected,10:06.0,,,,,,,
16-Jul-21,131604,112476,1,Rejected,10:17.0,,,,,,,
16-Jul-21,130491,66832,3,Shipped,10:32.0,,,,,,,
16-Jul-21,123858,32296,5,Shipped,10:34.0,,,,,,,
16-Jul-21,124884,91656,1,Shipped,11:00.0,,,,,,,
16-Jul-21,120168,94668,1,Rejected,11:05.0,,,,,,,
16-Jul-21,135393,51420,1,Shipped,11:13.0,,,,,,,
16-Jul-21,134763,90952,3,Rejected,11:18.0,,,,,,,
16-Jul-21,122310,91916,3,Rejected,11:28.0,,,,,,,
16-Jul-21,138120,19152,1,Shipped,11:31.0,,,,,,,
16-Jul-21,124527,48424,8,Rejected,12:03.0,,,,,,,
16-Jul-21,130266,69192,2,Shipped,12:05.0,,,,,,,
16-Jul-21,134766,21844,1,Shipped,12:10.0,,,,,,,
16-Jul-21,297123,98152,1,Rejected,12:44.0,,,,,,,
16-Jul-21,125322,20036,1,Shipped,13:10.0,,,,,,,
16-Jul-21,129972,48096,8,Rejected,13:11.0,,,,,,,
16-Jul-21,131421,89756,2,Rejected,13:22.0,,,,,,,
16-Jul-21,120312,92408,1,Rejected,13:43.0,,,,,,,
16-Jul-21,121086,96880,3,Rejected,13:50.0,,,,,,,
16-Jul-21,125022,103548,8,Rejected,14:01.0,,,,,,,
16-Jul-21,120021,75204,4,Shipped,14:04.0,,,,,,,
16-Jul-21,126720,2712,1,Shipped,14:19.0,,,,,,,
16-Jul-21,127602,97920,9,Rejected,14:47.0,,,,,,,
16-Jul-21,134313,58420,8,Pending,14:58.0,,,,,,,
16-Jul-21,122094,70320,3,Rejected,15:17.0,,,,,,,
16-Jul-21,297693,136292,10,Rejected,15:18.0,,,,,,,
16-Jul-21,297489,216512,8,Rejected,15:28.0,,,,,,,
16-Jul-21,136542,116700,9,Rejected,15:32.0,,,,,,,
16-Jul-21,131454,107992,5,Rejected,15:49.0,,,,,,,
16-Jul-21,128049,93036,8,Shipped,15:54.0,,,,,,,
16-Jul-21,128586,89460,1,Rejected,16:11.0,,,,,,,
16-Jul-21,122550,41728,8,Rejected,16:24.0,,,,,,,
16-Jul-21,122955,41192,8,Shipped,16:48.0,,,,,,,
16-Jul-21,132018,96716,9,Shipped,16:51.0,,,,,,,
16-Jul-21,120903,61460,8,Rejected,17:31.0,,,,,,,
16-Jul-21,136653,116500,8,Rejected,17:32.0,,,,,,,
16-Jul-21,134082,103480,9,Rejected,17:34.0,,,,,,,
16-Jul-21,137853,62448,8,Shipped,17:45.0,,,,,,,
16-Jul-21,132276,38144,8,Shipped,17:47.0,,,,,,,
16-Jul-21,125778,73608,3,Rejected,18:50.0,,,,,,,
16-Jul-21,125781,106856,3,Rejected,18:52.0,,,,,,,
16-Jul-21,122889,103964,3,Rejected,18:56.0,,,,,,,
16-Jul-21,126627,50696,8,Rejected,19:06.0,,,,,,,
16-Jul-21,123180,83592,7,Rejected,19:10.0,,,,,,,
16-Jul-21,136353,101908,2,Rejected,19:46.0,,,,,,,
16-Jul-21,296922,36620,5,Rejected,19:49.0,,,,,,,
16-Jul-21,136488,50524,5,Shipped,20:21.0,,,,,,,
16-Jul-21,133938,58836,1,Shipped,20:23.0,,,,,,,
16-Jul-21,129297,42036,1,Shipped,20:33.0,,,,,,,
16-Jul-21,138369,38696,1,Rejected,20:45.0,,,,,,,
16-Jul-21,296751,86340,9,Rejected,21:04.0,,,,,,,
16-Jul-21,136107,78588,4,Rejected,21:24.0,,,,,,,
16-Jul-21,121911,102480,2,Rejected,21:34.0,,,,,,,
16-Jul-21,123981,43844,9,Rejected,22:08.0,,,,,,,
16-Jul-21,131256,1960,1,Rejected,22:10.0,,,,,,,
16-Jul-21,132375,54684,9,Shipped,22:28.0,,,,,,,
16-Jul-21,124104,76588,2,Shipped,22:31.0,,,,,,,
16-Jul-21,131259,83964,3,Rejected,22:42.0,,,,,,,
16-Jul-21,296754,209240,1,Shipped,22:43.0,,,,,,,
16-Jul-21,125508,56604,9,Rejected,23:03.0,,,,,,,
16-Jul-21,297627,108408,11,Rejected,23:06.0,,,,,,,
16-Jul-21,132033,68188,5,Rejected,23:17.0,,,,,,,
16-Jul-21,123618,85212,4,Shipped,23:24.0,,,,,,,
16-Jul-21,125577,51828,9,Rejected,23:32.0,,,,,,,
16-Jul-21,134934,114676,1,Rejected,23:32.0,,,,,,,
16-Jul-21,137610,25756,1,Shipped,23:32.0,,,,,,,
16-Jul-21,134952,44728,9,Rejected,23:50.0,,,,,,,
16-Jul-21,136302,51920,9,Rejected,24:03.0,,,,,,,
16-Jul-21,125124,48104,8,Shipped,24:08.0,,,,,,,
16-Jul-21,126738,103896,3,Shipped,24:20.0,,,,,,,
16-Jul-21,137070,90016,3,Shipped,24:32.0,,,,,,,
16-Jul-21,126741,49656,5,Shipped,24:54.0,,,,,,,
16-Jul-21,136410,116652,8,Rejected,24:56.0,,,,,,,
16-Jul-21,127734,34668,1,Shipped,25:12.0,,,,,,,
16-Jul-21,125679,35856,1,Shipped,25:36.0,,,,,,,
16-Jul-21,120438,86692,9,Rejected,25:38.0,,,,,,,
16-Jul-21,132645,93644,1,Shipped,25:50.0,,,,,,,
16-Jul-21,136848,108468,9,Rejected,25:51.0,,,,,,,
16-Jul-21,131133,37488,5,Shipped,26:03.0,,,,,,,
16-Jul-21,128400,75220,3,Shipped,27:24.0,,,,,,,
16-Jul-21,131265,112160,2,Rejected,27:28.0,,,,,,,
16-Jul-21,297423,146780,4,Shipped,27:29.0,,,,,,,
16-Jul-21,137943,65652,7,Shipped,27:56.0,,,,,,,
16-Jul-21,120108,58796,1,Shipped,27:58.0,,,,,,,
16-Jul-21,137946,70412,3,Rejected,28:22.0,,,,,,,
16-Jul-21,125418,98600,3,Rejected,28:45.0,,,,,,,
16-Jul-21,128262,20868,1,Rejected,29:33.0,,,,,,,
16-Jul-21,297216,214732,11,Rejected,29:42.0,,,,,,,
16-Jul-21,124983,79652,8,Rejected,29:43.0,,,,,,,
16-Jul-21,298473,136484,9,Shipped,30:02.0,,,,,,,
16-Jul-21,138165,73648,3,Shipped,30:05.0,,,,,,,
16-Jul-21,125616,106744,1,Rejected,30:25.0,,,,,,,
16-Jul-21,123984,47256,8,Rejected,30:50.0,,,,,,,
16-Jul-21,136983,90308,1,Rejected,30:56.0,,,,,,,
16-Jul-21,124203,51088,5,Rejected,31:06.0,,,,,,,
16-Jul-21,125133,59880,1,Shipped,32:16.0,,,,,,,
16-Jul-21,121641,102252,1,Rejected,32:22.0,,,,,,,
16-Jul-21,122505,80840,2,Rejected,32:50.0,,,,,,,
16-Jul-21,126510,21380,1,Shipped,32:53.0,,,,,,,
16-Jul-21,120153,1208,1,Shipped,33:25.0,,,,,,,
16-Jul-21,123264,73832,9,Rejected,33:35.0,,,,,,,
16-Jul-21,130404,59852,8,Rejected,33:43.0,,,,,,,
16-Jul-21,133836,114312,3,Shipped,33:44.0,,,,,,,
16-Jul-21,297087,180260,4,Shipped,33:56.0,,,,,,,
16-Jul-21,125211,57720,5,Shipped,34:29.0,,,,,,,
16-Jul-21,121311,91916,3,Rejected,34:54.0,,,,,,,
16-Jul-21,296943,144440,11,Rejected,34:59.0,,,,,,,
16-Jul-21,126234,107384,1,Rejected,35:01.0,,,,,,,
16-Jul-21,136131,21784,1,Rejected,35:15.0,,,,,,,
16-Jul-21,136506,86656,9,Shipped,35:21.0,,,,,,,
16-Jul-21,124488,105528,9,Shipped,35:50.0,,,,,,,
16-Jul-21,132963,113568,9,Rejected,35:51.0,,,,,,,
16-Jul-21,123540,104608,1,Rejected,35:55.0,,,,,,,
16-Jul-21,126516,77304,3,Rejected,36:17.0,,,,,,,
16-Jul-21,126354,107072,1,Rejected,36:21.0,,,,,,,
16-Jul-21,123189,71116,9,Rejected,37:00.0,,,,,,,
16-Jul-21,120120,54492,5,Rejected,37:14.0,,,,,,,
16-Jul-21,132666,26132,1,Shipped,37:26.0,,,,,,,
16-Jul-21,133056,38368,1,Shipped,37:31.0,,,,,,,
16-Jul-21,132186,29280,1,Rejected,38:08.0,,,,,,,
16-Jul-21,297219,192944,8,Rejected,38:12.0,,,,,,,
16-Jul-21,135765,80780,9,Rejected,38:45.0,,,,,,,
16-Jul-21,296895,188760,9,Shipped,39:02.0,,,,,,,
16-Jul-21,131289,103964,3,Shipped,39:14.0,,,,,,,
16-Jul-21,129795,83404,9,Rejected,39:28.0,,,,,,,
16-Jul-21,129048,38752,1,Rejected,39:40.0,,,,,,,
16-Jul-21,134055,114524,8,Rejected,39:55.0,,,,,,,
16-Jul-21,130242,106360,9,Rejected,40:19.0,,,,,,,
16-Jul-21,124143,21332,1,Shipped,40:46.0,,,,,,,
16-Jul-21,127680,25920,1,Shipped,41:21.0,,,,,,,
16-Jul-21,298485,137196,1,Rejected,41:28.0,,,,,,,
16-Jul-21,132558,27880,5,Rejected,41:46.0,,,,,,,
16-Jul-21,128970,93448,9,Shipped,42:00.0,,,,,,,
16-Jul-21,133356,46756,8,Shipped,42:48.0,,,,,,,
16-Jul-21,126144,81860,4,Rejected,42:53.0,,,,,,,
16-Jul-21,135867,65768,8,Shipped,43:31.0,,,,,,,
16-Jul-21,127752,42120,8,Rejected,43:41.0,,,,,,,
16-Jul-21,136068,37132,5,Shipped,43:45.0,,,,,,,
16-Jul-21,127689,84612,8,Rejected,43:47.0,,,,,,,
16-Jul-21,120414,100012,3,Shipped,44:02.0,,,,,,,
16-Jul-21,121644,91692,1,Rejected,44:09.0,,,,,,,
16-Jul-21,138201,45196,8,Shipped,44:38.0,,,,,,,
16-Jul-21,137325,33328,1,Rejected,45:08.0,,,,,,,
16-Jul-21,137046,18760,1,Rejected,46:05.0,,,,,,,
16-Jul-21,130110,57764,5,Shipped,46:12.0,,,,,,,
16-Jul-21,131757,61060,8,Shipped,46:12.0,,,,,,,
16-Jul-21,128277,66000,9,Rejected,46:17.0,,,,,,,
16-Jul-21,133026,19404,1,Shipped,46:38.0,,,,,,,
16-Jul-21,127965,69048,3,Shipped,46:49.0,,,,,,,
16-Jul-21,122181,90340,9,Rejected,46:59.0,,,,,,,
16-Jul-21,138039,99160,9,Rejected,47:29.0,,,,,,,
16-Jul-21,132486,113188,9,Rejected,47:34.0,,,,,,,
16-Jul-21,121767,89988,9,Rejected,47:45.0,,,,,,,
16-Jul-21,122328,96404,8,Rejected,47:50.0,,,,,,,
16-Jul-21,132120,72124,2,Shipped,47:56.0,,,,,,,
16-Jul-21,127521,108668,9,Shipped,48:01.0,,,,,,,
16-Jul-21,126396,98288,2,Rejected,48:06.0,,,,,,,
16-Jul-21,130248,95952,3,Shipped,48:11.0,,,,,,,
16-Jul-21,297102,95388,9,Shipped,48:22.0,,,,,,,
16-Jul-21,130716,91576,5,Rejected,48:27.0,,,,,,,
16-Jul-21,121956,61104,5,Rejected,48:45.0,,,,,,,
16-Jul-21,132915,58824,8,Rejected,48:45.0,,,,,,,
16-Jul-21,135528,81036,5,Shipped,48:56.0,,,,,,,
16-Jul-21,136011,109536,9,Rejected,49:12.0,,,,,,,
16-Jul-21,296964,106420,9,Rejected,49:20.0,,,,,,,
16-Jul-21,120465,48308,5,Rejected,49:40.0,,,,,,,
16-Jul-21,127815,65044,8,Rejected,49:50.0,,,,,,,
16-Jul-21,132816,73720,7,Shipped,50:00.0,,,,,,,
16-Jul-21,120969,39936,1,Shipped,50:11.0,,,,,,,
16-Jul-21,122538,99428,9,Shipped,50:35.0,,,,,,,
16-Jul-21,131151,91656,1,Shipped,50:52.0,,,,,,,
16-Jul-21,132681,58912,8,Shipped,51:08.0,,,,,,,
16-Jul-21,298230,110056,8,Rejected,51:38.0,,,,,,,
16-Jul-21,298341,220364,11,Rejected,51:46.0,,,,,,,
16-Jul-21,297963,219052,11,Rejected,51:54.0,,,,,,,
16-Jul-21,137880,20936,1,Rejected,51:59.0,,,,,,,
16-Jul-21,135066,67144,2,Rejected,52:02.0,,,,,,,
16-Jul-21,136242,71628,2,Rejected,52:43.0,,,,,,,
16-Jul-21,130113,107648,5,Rejected,52:47.0,,,,,,,
16-Jul-21,124656,103580,1,Rejected,53:02.0,,,,,,,
16-Jul-21,121113,53096,8,Shipped,53:13.0,,,,,,,
16-Jul-21,298176,174712,1,Rejected,53:29.0,,,,,,,
16-Jul-21,120471,52520,5,Rejected,53:36.0,,,,,,,
16-Jul-21,122391,41728,8,Rejected,53:57.0,,,,,,,
16-Jul-21,131646,23188,1,Rejected,54:01.0,,,,,,,
16-Jul-21,132750,100036,9,Shipped,54:12.0,,,,,,,
16-Jul-21,134796,86196,1,Shipped,54:12.0,,,,,,,
16-Jul-21,120723,79008,8,Rejected,54:15.0,,,,,,,
16-Jul-21,121482,101964,3,Rejected,54:23.0,,,,,,,
16-Jul-21,136014,116412,9,Rejected,54:27.0,,,,,,,
16-Jul-21,128022,94404,1,Rejected,54:29.0,,,,,,,
16-Jul-21,131913,97168,3,Shipped,54:32.0,,,,,,,
16-Jul-21,137979,77052,7,Shipped,54:32.0,,,,,,,
16-Jul-21,128796,95588,4,Shipped,55:13.0,,,,,,,
16-Jul-21,135582,56672,8,Shipped,55:16.0,,,,,,,
16-Jul-21,120591,77776,3,Rejected,55:37.0,,,,,,,
16-Jul-21,124944,44324,1,Shipped,55:46.0,,,,,,,
16-Jul-21,133371,70540,4,Rejected,56:04.0,,,,,,,
16-Jul-21,120165,100356,1,Rejected,56:05.0,,,,,,,
16-Jul-21,123111,41728,8,Rejected,56:15.0,,,,,,,
16-Jul-21,128991,66732,9,Shipped,56:30.0,,,,,,,
16-Jul-21,121536,101676,2,Rejected,56:37.0,,,,,,,
16-Jul-21,135291,98596,4,Shipped,56:53.0,,,,,,,
16-Jul-21,134484,97400,3,Rejected,57:12.0,,,,,,,
16-Jul-21,134289,35700,5,Rejected,57:28.0,,,,,,,
16-Jul-21,129060,76624,2,Rejected,57:46.0,,,,,,,
16-Jul-21,137547,36048,1,Shipped,57:52.0,,,,,,,
16-Jul-21,126549,49816,8,Shipped,57:58.0,,,,,,,
16-Jul-21,134319,35700,5,Rejected,58:21.0,,,,,,,
16-Jul-21,132360,41720,8,Shipped,58:22.0,,,,,,,
16-Jul-21,127581,89896,4,Rejected,58:29.0,,,,,,,
16-Jul-21,120879,56364,9,Rejected,59:28.0,,,,,,,
16-Jul-21,297978,135512,1,Rejected,59:52.0,,,,,,,
16-Jul-21,129744,98996,5,Shipped,59:55.0,,,,,,,
17-Jul-21,121632,102256,3,Rejected,00:08.0,,,,,,,
17-Jul-21,296850,197132,4,Rejected,00:08.0,,,,,,,
17-Jul-21,297393,41208,8,Rejected,00:18.0,,,,,,,
17-Jul-21,135297,115088,2,Shipped,00:35.0,,,,,,,
17-Jul-21,133257,86448,3,Shipped,00:56.0,,,,,,,
17-Jul-21,125172,95588,4,Shipped,01:02.0,,,,,,,
17-Jul-21,126162,41512,8,Rejected,01:23.0,,,,,,,
17-Jul-21,128373,41280,8,Shipped,01:26.0,,,,,,,
17-Jul-21,121884,56724,8,Rejected,01:30.0,,,,,,,
17-Jul-21,122208,25756,1,Rejected,01:32.0,,,,,,,
17-Jul-21,129969,109020,9,Shipped,01:50.0,,,,,,,
17-Jul-21,124872,30580,1,Rejected,02:49.0,,,,,,,
17-Jul-21,132831,113472,2,Shipped,02:53.0,,,,,,,
17-Jul-21,123117,29204,5,Shipped,03:10.0,,,,,,,
17-Jul-21,132765,21784,1,Shipped,03:18.0,,,,,,,
17-Jul-21,138426,76092,1,Rejected,04:00.0,,,,,,,
17-Jul-21,132318,110144,1,Rejected,04:08.0,,,,,,,
17-Jul-21,124956,29844,5,Rejected,04:42.0,,,,,,,
17-Jul-21,123231,98600,3,Rejected,04:59.0,,,,,,,
17-Jul-21,137988,70412,3,Shipped,05:06.0,,,,,,,
17-Jul-21,135186,75000,5,Rejected,05:24.0,,,,,,,
17-Jul-21,130134,98620,3,Shipped,06:32.0,,,,,,,
17-Jul-21,124668,42956,5,Rejected,07:02.0,,,,,,,
17-Jul-21,120090,28328,5,Rejected,07:45.0,,,,,,,
17-Jul-21,133458,34748,5,Shipped,08:10.0,,,,,,,
17-Jul-21,133137,72572,3,Rejected,08:13.0,,,,,,,
17-Jul-21,133707,76784,2,Shipped,08:39.0,,,,,,,
17-Jul-21,131664,96032,8,Rejected,08:45.0,,,,,,,
17-Jul-21,120678,65652,7,Rejected,08:57.0,,,,,,,
17-Jul-21,136638,89632,2,Rejected,09:58.0,,,,,,,
17-Jul-21,129324,39936,1,Shipped,10:09.0,,,,,,,
17-Jul-21,137844,78256,2,Shipped,10:30.0,,,,,,,
17-Jul-21,122937,95696,2,Rejected,10:40.0,,,,,,,
17-Jul-21,136203,46856,8,Rejected,10:41.0,,,,,,,
17-Jul-21,128466,77364,2,Shipped,10:44.0,,,,,,,
17-Jul-21,132129,18808,1,Rejected,11:15.0,,,,,,,
17-Jul-21,123954,104644,3,Rejected,11:33.0,,,,,,,
17-Jul-21,137724,70692,4,Rejected,11:52.0,,,,,,,
17-Jul-21,126213,68916,7,Rejected,12:48.0,,,,,,,
17-Jul-21,132780,97632,3,Rejected,13:01.0,,,,,,,
17-Jul-21,133266,82844,9,Rejected,13:18.0,,,,,,,
17-Jul-21,122946,99896,9,Rejected,13:37.0,,,,,,,
17-Jul-21,120546,91152,1,Shipped,13:52.0,,,,,,,
17-Jul-21,122316,19324,1,Rejected,13:52.0,,,,,,,
17-Jul-21,135966,103548,8,Shipped,14:28.0,,,,,,,
17-Jul-21,134382,64476,2,Shipped,15:04.0,,,,,,,
17-Jul-21,128748,109272,9,Shipped,15:21.0,,,,,,,
17-Jul-21,120648,100920,1,Rejected,15:25.0,,,,,,,
17-Jul-21,122691,44520,9,Rejected,15:32.0,,,,,,,
17-Jul-21,120897,61460,8,Rejected,15:36.0,,,,,,,
17-Jul-21,133866,72580,3,Shipped,15:46.0,,,,,,,
17-Jul-21,127719,81760,3,Rejected,16:47.0,,,,,,,
17-Jul-21,126405,44628,9,Shipped,16:52.0,,,,,,,
17-Jul-21,131670,66856,3,Rejected,16:53.0,,,,,,,
17-Jul-21,138126,117984,4,Rejected,16:55.0,,,,,,,
17-Jul-21,131187,94828,9,Shipped,17:19.0,,,,,,,
17-Jul-21,127326,55672,8,Rejected,17:24.0,,,,,,,
17-Jul-21,128307,43844,9,Shipped,17:31.0,,,,,,,
17-Jul-21,120858,56168,8,Rejected,17:42.0,,,,,,,
17-Jul-21,121089,53096,8,Rejected,17:57.0,,,,,,,
17-Jul-21,133104,102112,9,Rejected,18:02.0,,,,,,,
17-Jul-21,134235,114644,8,Rejected,18:21.0,,,,,,,
17-Jul-21,119889,92408,1,Rejected,18:37.0,,,,,,,
17-Jul-21,297702,149136,10,Rejected,18:41.0,,,,,,,
17-Jul-21,297945,219440,3,Rejected,18:44.0,,,,,,,
17-Jul-21,123471,61748,8,Shipped,19:08.0,,,,,,,
17-Jul-21,121569,48696,8,Rejected,19:19.0,,,,,,,
17-Jul-21,133272,106172,8,Rejected,19:46.0,,,,,,,
17-Jul-21,120684,70280,7,Rejected,19:54.0,,,,,,,
17-Jul-21,123060,103956,4,Rejected,20:14.0,,,,,,,
17-Jul-21,131007,25300,1,Shipped,20:57.0,,,,,,,
17-Jul-21,130218,82296,2,Shipped,21:25.0,,,,,,,
17-Jul-21,136035,38588,1,Rejected,21:59.0,,,,,,,
17-Jul-21,135912,86924,2,Shipped,22:24.0,,,,,,,
17-Jul-21,137037,76004,4,Rejected,22:28.0,,,,,,,
17-Jul-21,138435,19404,1,Shipped,22:28.0,,,,,,,
17-Jul-21,124713,105688,8,Rejected,22:40.0,,,,,,,
17-Jul-21,124971,106028,1,Shipped,22:50.0,,,,,,,
17-Jul-21,127188,51048,9,Rejected,23:34.0,,,,,,,
17-Jul-21,129843,38796,1,Rejected,24:18.0,,,,,,,
17-Jul-21,121542,98680,5,Rejected,24:20.0,,,,,,,
17-Jul-21,133332,79316,4,Shipped,24:20.0,,,,,,,
17-Jul-21,126921,107956,8,Rejected,24:25.0,,,,,,,
17-Jul-21,131739,100328,1,Rejected,24:55.0,,,,,,,
17-Jul-21,122253,94304,9,Shipped,25:45.0,,,,,,,
17-Jul-21,123927,77732,4,Shipped,26:12.0,,,,,,,
17-Jul-21,125964,37536,1,Shipped,26:32.0,,,,,,,
17-Jul-21,134694,115088,2,Rejected,26:36.0,,,,,,,
17-Jul-21,120690,96188,3,Rejected,26:38.0,,,,,,,
17-Jul-21,121272,55068,1,Rejected,26:38.0,,,,,,,
17-Jul-21,128187,3720,1,Rejected,26:38.0,,,,,,,
17-Jul-21,128328,50968,9,Shipped,27:04.0,,,,,,,
17-Jul-21,129627,37776,1,Shipped,27:21.0,,,,,,,
17-Jul-21,124536,39464,5,Rejected,27:46.0,,,,,,,
17-Jul-21,297951,56168,8,Rejected,27:54.0,,,,,,,
17-Jul-21,134580,47412,8,Shipped,28:27.0,,,,,,,
17-Jul-21,122598,70468,8,Rejected,28:36.0,,,,,,,
17-Jul-21,296982,26912,1,Rejected,28:49.0,,,,,,,
17-Jul-21,121323,84340,8,Rejected,29:12.0,,,,,,,
17-Jul-21,135921,41396,8,Shipped,29:14.0,,,,,,,
17-Jul-21,135660,72140,5,Rejected,29:28.0,,,,,,,
17-Jul-21,133236,56840,9,Shipped,29:34.0,,,,,,,
17-Jul-21,134268,27672,1,Rejected,29:34.0,,,,,,,
17-Jul-21,130959,90308,1,Rejected,29:47.0,,,,,,,
17-Jul-21,128406,44324,1,Shipped,30:04.0,,,,,,,
17-Jul-21,129696,76092,1,Shipped,30:19.0,,,,,,,
17-Jul-21,128409,105272,9,Shipped,30:20.0,,,,,,,
17-Jul-21,138240,2724,1,Shipped,30:32.0,,,,,,,
17-Jul-21,129777,110824,9,Shipped,30:47.0,,,,,,,
17-Jul-21,133728,78032,8,Rejected,30:50.0,,,,,,,
17-Jul-21,134415,66676,3,Rejected,30:50.0,,,,,,,
17-Jul-21,125970,64712,1,Rejected,30:58.0,,,,,,,
17-Jul-21,297081,153484,2,Shipped,30:59.0,,,,,,,
17-Jul-21,124263,87952,8,Rejected,31:08.0,,,,,,,
17-Jul-21,125130,78156,2,Rejected,31:17.0,,,,,,,
17-Jul-21,296757,86340,9,Shipped,31:22.0,,,,,,,
17-Jul-21,137373,116436,8,Rejected,31:25.0,,,,,,,
17-Jul-21,135060,115068,1,Rejected,31:30.0,,,,,,,
17-Jul-21,130794,41772,5,Rejected,31:32.0,,,,,,,
17-Jul-21,136050,116424,1,Rejected,32:33.0,,,,,,,
17-Jul-21,121473,84340,8,Rejected,33:43.0,,,,,,,
17-Jul-21,124575,105696,8,Rejected,34:10.0,,,,,,,
17-Jul-21,128421,19324,1,Shipped,34:33.0,,,,,,,
17-Jul-21,297384,202092,1,Rejected,34:47.0,,,,,,,
17-Jul-21,131031,108752,1,Rejected,35:00.0,,,,,,,
17-Jul-21,124350,105480,8,Rejected,35:02.0,,,,,,,
17-Jul-21,121056,79536,2,Rejected,35:06.0,,,,,,,
17-Jul-21,120348,92408,1,Rejected,35:08.0,,,,,,,
17-Jul-21,123186,71116,9,Rejected,35:16.0,,,,,,,
17-Jul-21,137403,116444,9,Rejected,35:19.0,,,,,,,
17-Jul-21,130758,94152,9,Shipped,35:23.0,,,,,,,
17-Jul-21,123267,73832,9,Rejected,35:31.0,,,,,,,
17-Jul-21,136869,112208,1,Rejected,36:01.0,,,,,,,
17-Jul-21,135636,81908,3,Shipped,36:18.0,,,,,,,
17-Jul-21,124017,93356,9,Shipped,36:21.0,,,,,,,
17-Jul-21,133479,42108,1,Shipped,36:29.0,,,,,,,
17-Jul-21,131040,90308,1,Shipped,36:42.0,,,,,,,
17-Jul-21,122778,42780,8,Shipped,37:12.0,,,,,,,
17-Jul-21,134940,111200,3,Rejected,37:25.0,,,,,,,
17-Jul-21,121008,71544,3,Shipped,37:46.0,,,,,,,
17-Jul-21,122115,30796,1,Rejected,37:53.0,,,,,,,
17-Jul-21,130527,76408,3,Rejected,39:28.0,,,,,,,
17-Jul-21,129870,43844,9,Rejected,39:34.0,,,,,,,
17-Jul-21,128136,91920,2,Shipped,39:37.0,,,,,,,
17-Jul-21,132735,82296,2,Rejected,40:35.0,,,,,,,
17-Jul-21,121353,82280,8,Shipped,40:39.0,,,,,,,
17-Jul-21,132804,27196,1,Shipped,40:42.0,,,,,,,
17-Jul-21,124836,36140,1,Shipped,40:50.0,,,,,,,
17-Jul-21,129558,85552,2,Shipped,40:52.0,,,,,,,
17-Jul-21,133059,113568,9,Rejected,41:10.0,,,,,,,
17-Jul-21,132396,90444,3,Rejected,41:23.0,,,,,,,
17-Jul-21,121218,68124,2,Rejected,41:49.0,,,,,,,
17-Jul-21,132807,97632,3,Rejected,41:51.0,,,,,,,
17-Jul-21,125145,98560,9,Rejected,41:52.0,,,,,,,
17-Jul-21,130182,105728,8,Rejected,41:57.0,,,,,,,
17-Jul-21,137457,80532,7,Shipped,42:42.0,,,,,,,
17-Jul-21,132477,113164,9,Rejected,42:59.0,,,,,,,
17-Jul-21,132741,59868,8,Shipped,43:14.0,,,,,,,
17-Jul-21,127683,38752,1,Rejected,43:16.0,,,,,,,
17-Jul-21,122367,80840,2,Rejected,43:34.0,,,,,,,
17-Jul-21,138030,99160,9,Rejected,43:51.0,,,,,,,
17-Jul-21,130359,33992,8,Rejected,43:57.0,,,,,,,
17-Jul-21,138504,66832,3,Rejected,44:07.0,,,,,,,
17-Jul-21,134364,114748,2,Shipped,44:40.0,,,,,,,
17-Jul-21,121107,21184,1,Shipped,44:44.0,,,,,,,
17-Jul-21,298503,79652,8,Rejected,44:54.0,,,,,,,
17-Jul-21,131949,68864,2,Rejected,45:42.0,,,,,,,
17-Jul-21,134958,43224,1,Rejected,45:43.0,,,,,,,
17-Jul-21,136146,54544,1,Rejected,46:04.0,,,,,,,
17-Jul-21,136002,116396,8,Shipped,46:21.0,,,,,,,
17-Jul-21,128145,76976,8,Shipped,46:56.0,,,,,,,
17-Jul-21,135669,71628,2,Rejected,47:08.0,,,,,,,
17-Jul-21,125712,64712,1,Rejected,47:18.0,,,,,,,
17-Jul-21,136800,62572,1,Rejected,47:22.0,,,,,,,
17-Jul-21,127056,82228,5,Rejected,47:25.0,,,,,,,
17-Jul-21,136560,100088,8,Rejected,47:25.0,,,,,,,
17-Jul-21,128364,96192,1,Rejected,47:27.0,,,,,,,
17-Jul-21,136905,20936,1,Shipped,47:33.0,,,,,,,
17-Jul-21,132675,113092,9,Rejected,47:39.0,,,,,,,
17-Jul-21,130368,63956,8,Shipped,48:32.0,,,,,,,
17-Jul-21,133797,56156,9,Shipped,48:54.0,,,,,,,
17-Jul-21,132489,1480,1,Shipped,49:02.0,,,,,,,
17-Jul-21,129369,64872,3,Rejected,49:03.0,,,,,,,
